parameter_id,IMPC_OFD_011_001
gene_symbol,Frmpd1
parameter_name,Periphery resting time
gene_accession_id,MGI:2446274
analysis_id,3p4s13183f15i90
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7147936
