parameter_id,MGP_IMM_010_001
mouse_life_stage,Early adult
gene_symbol,Atf3
pvalue,0.962991
parameter_name,Effector Treg cells - % of Treg
gene_accession_id,MGI:109384
mouse_strain,C57BL
analysis_id,i4ybvgh31u5ov5o
