gene_symbol,Toporsl
pvalue,0.7664048
parameter_name,Caudal processes
parameter_id,IMPC_XRY_067_001
analysis_id,683vdj7u680w378
gene_accession_id,MGI:1915524
mouse_strain,C57BL
mouse_life_stage,Early adult
