mouse_life_stage,Late adult
gene_symbol,Nucks1
analysis_id,9h0op39g187ce0l
parameter_name,White blood cell-count
gene_accession_id,MGI:1934811
mouse_strain,C57BL
pvalue,0.2479779
parameter_id,M-G-P_016_001_001
