parameter_id,IMPC_ACS_006_001
analysis_id,zn5n2104h8xj0e1
mouse_strain,C57BL
parameter_name,Response amplitude - S
gene_symbol,Npbwr1
gene_accession_id,MGI:891989
mouse_life_stage,Early adult
pvalue,0.2827434
