gene_symbol,Mms22l
parameter_id,IMPC_IMM_047_001
mouse_life_stage,Early adult
analysis_id,7t63e4h854n3ff9
parameter_name,DN CD44+CD62L+ NKT cells
gene_accession_id,MGI:2684980
mouse_strain,129SV
pvalue,0.338834
