parameter_id,IMPC_OFD_007_001
pvalue,0.6931928
parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
analysis_id,up077076u0r6392
