parameter_id,MGP_IMM_129_001
mouse_life_stage,Late adult
analysis_id,6wdslg65smlzk0a
pvalue,0.7977849
parameter_name,CD11b-high cDC - % of CD45+
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
mouse_strain,C57BL
