parameter_id,IMPC_GEO_009_002
pvalue,0.7583196
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
gene_symbol,Atf3
parameter_name,Hemorrhage
analysis_id,c1eb8d1n8nhj0f3
mouse_strain,C57BL
