parameter_id,ESLIM_014_001_008
pvalue,0.07996496
mouse_strain,C57BL
parameter_name,Cornea vascularisation
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
analysis_id,8kdcoy6z853yvog
gene_symbol,Extl1
