mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
parameter_name,Effector gd T cells - % of gd T cells
parameter_id,MGP_IMM_020_001
mouse_life_stage,Late adult
analysis_id,8yi40dtjc54d8g2
pvalue,0.6681154
