mouse_strain,129SV
gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_001
parameter_name,Body position
pvalue,0.7664923
gene_accession_id,MGI:2684980
analysis_id,umweab7v6c40wtz
