parameter_id,HMGULA_CBC_003_001
gene_symbol,Tnfsf10
parameter_name,Chloride
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
analysis_id,lr30i3ez9z4wd73
mouse_strain,C57BL
pvalue,0.08996136
