gene_symbol,Wars2
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_ACS_036_001
pvalue,0.09274273
gene_accession_id,MGI:1917810
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,w7862dv410b25y5
