gene_symbol,Sass6
mouse_strain,C57BL
gene_accession_id,MGI:1920026
pvalue,0.7720154
analysis_id,x3xcg5582xmt7cp
mouse_life_stage,Early adult
parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
