gene_symbol,Mms22l
pvalue,0.5321034
analysis_id,w6p84e7819tt69c
parameter_name,Center permanence time
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:2684980
parameter_id,JAX_OFD_016_001
