parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
gene_symbol,Bpifa3
pvalue,0.2329765
parameter_name,Blood Vessel Morphology
mouse_strain,C57BL
gene_accession_id,MGI:1920638
analysis_id,wm7w70362em66cg
