parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:1917810
analysis_id,3a6f6k84vgf2726
pvalue,0.8175865
parameter_name,Vocalization
mouse_life_stage,E12.5
gene_symbol,Wars2
mouse_strain,C57BL
