parameter_name,Chloride
mouse_life_stage,E12.5
pvalue,0.3295509
analysis_id,8o4hrt7689029cj
mouse_strain,C57BL
parameter_id,HMGULA_CBC_003_001
gene_symbol,Bmi1
gene_accession_id,MGI:88174
