mouse_strain,C57BL
parameter_id,JAX_LDT_005_001
gene_symbol,Orc2
analysis_id,l16da7yjw511gc7
mouse_life_stage,E9.5
pvalue,0.1300054
parameter_name,Time mobile dark side
gene_accession_id,MGI:1328306
