gene_symbol,Ddx27
pvalue,0.1849003
mouse_strain,129SV
analysis_id,6650z3cxvd30z3s
gene_accession_id,MGI:2385884
parameter_id,IMPC_XRY_025_001
parameter_name,Tibia
mouse_life_stage,Early adult
