parameter_id,IMPC_ABR_010_001
gene_symbol,Dmap1
analysis_id,94n7474rt77546k
parameter_name,24kHz-evoked ABR Threshold
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
pvalue,0.8741295
mouse_strain,C57BL
