parameter_name,Lean mass
analysis_id,94970u23j27p4fa
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,JAXLA_DXA_003_001
pvalue,0.3623717
gene_accession_id,MGI:1913576
gene_symbol,Dnajc5b
