parameter_name,Alkaline phosphatase
mouse_life_stage,Early adult
pvalue,0.7279138
gene_accession_id,MGI:1917810
gene_symbol,Wars2
analysis_id,0k9r7v186l7362e
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
