gene_symbol,Eprs1
parameter_id,JAXLA_CSD_039_001
gene_accession_id,MGI:97838
analysis_id,h4qcxpbz523rw4g
pvalue,0.7874745
parameter_name,Limb grasp
mouse_strain,C57BL
mouse_life_stage,E12.5
