gene_symbol,Dnajc8
mouse_life_stage,Early adult
parameter_name,Shape of ribcage
analysis_id,sa5yuha3wauie53
pvalue,0.8945205
mouse_strain,C57BL
parameter_id,IMPC_XRY_059_001
gene_accession_id,MGI:1915848
