gene_symbol,Sass6
pvalue,0.2846665
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_CBC_012_001
gene_accession_id,MGI:1920026
analysis_id,0ql612j1f0xuc27
parameter_name,Aspartate aminotransferase
