parameter_name,Lean/Body weight
gene_symbol,Nanp
pvalue,0.3244019
mouse_life_stage,Early adult
mouse_strain,C59BL
gene_accession_id,MGI:1914561
parameter_id,JAXLA_DXA_008_001
analysis_id,948w84568w422y4
