parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
analysis_id,202a3885zm4v755
gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.4556595
mouse_life_stage,Early adult
mouse_strain,C57BL
