parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
pvalue,0.2480721
gene_accession_id,MGI:1914309
mouse_strain,C57BL
analysis_id,22d3afz50z3q226
gene_symbol,Ola1
mouse_life_stage,E18.5
