gene_symbol,Ufc1
parameter_id,HRWLLA_OFD_013_001
mouse_strain,C57BL
pvalue,0.4141058
analysis_id,von7u8gorl848ct
parameter_name,Periphery average speed
gene_accession_id,MGI:1913405
mouse_life_stage,Early adult
