mouse_life_stage,Middle aged adult
pvalue,0.7845335
gene_accession_id,MGI:1917604
parameter_name,Corneal opacity
analysis_id,sp98188oyu6l946
mouse_strain,C57BL
parameter_id,IMPC_EYE_008_001
gene_symbol,Secisbp2l
