parameter_id,JAXLA_DXA_007_001
gene_symbol,Lcn2
parameter_name,BMC/Body weight
gene_accession_id,MGI:96757
analysis_id,a076ocu3b3s171i
pvalue,0.1770641
mouse_strain,C57BL
mouse_life_stage,Early adult
