gene_symbol,Lurap1
pvalue,0.9127355
gene_accession_id,MGI:1915325
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_004_001
analysis_id,fe39j634k39l9wc
parameter_name,Urea (Blood Urea Nitrogen - BUN)
