gene_symbol,Rab17
pvalue,0.7828351
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_011_001
gene_accession_id,MGI:104640
mouse_strain,C57BL
analysis_id,9ri477ge4r9mkdl
parameter_name,Iron
