parameter_name,Periphery average speed
analysis_id,28gq96895358tyr
gene_symbol,Mapkap1
mouse_life_stage,E12.5
parameter_id,IMPC_OFD_013_001
pvalue,0.1108272
mouse_strain,C57BL
gene_accession_id,MGI:2444554
