gene_symbol,Lpgat1
analysis_id,090a9y4tzw3t83f
mouse_strain,C57BL
pvalue,0.8904223
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
parameter_id,MGP_MLN_010_001
parameter_name,Resting Treg cells - % of Treg
