gene_symbol,Slc45a3
analysis_id,6tfy69u79sfidqq
mouse_strain,C57BL
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
parameter_id,M-G-P_006_001_026
parameter_name,Fusion of vertebrae
pvalue,0.7237345
