parameter_id,IMPC_IMM_004_001
gene_accession_id,MGI:99605
parameter_name,NKT cells (panel A)
analysis_id,089mi9u4xq2mo6t
mouse_life_stage,Early adult
gene_symbol,Cntfr
pvalue,0.8292779
mouse_strain,129SV
