gene_symbol,Extl1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.06322214
gene_accession_id,MGI:1888742
analysis_id,3z7m40r7b1chc94
parameter_id,IMPC_ECH_018_001
parameter_name,Respiration Rate
