gene_symbol,Ola1
mouse_life_stage,E18.5
pvalue,0.7982782
mouse_strain,C57BL
gene_accession_id,MGI:1914309
parameter_name,Red blood cell count
parameter_id,IMPC_HEM_002_001
analysis_id,ig383ne207p80gv
