parameter_id,JAX_LDT_002_001
mouse_life_stage,Early adult
pvalue,0.06156564
analysis_id,18o7srlx5o39f6g
parameter_name,Light side time spent
mouse_strain,C57BL
gene_accession_id,MGI:1921688
gene_symbol,Clvs1
