parameter_id,JAX_LDT_002_001
gene_symbol,Fgb
mouse_strain,C57BL
parameter_name,Light side time spent
analysis_id,t8vo63p28ej47j9
pvalue,0.3041281
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
