gene_symbol,ARNT
mouse_strain,C57BL
analysis_id,11v749ci61b5u7p
parameter_name,Bone Mineral Density (excluding skull)
parameter_id,IMPC_DXA_004_001
gene_accession_id,MGI:88071
mouse_life_stage,Early adult
pvalue,0.4574161
