parameter_id,IMPC_DXA_010_001
analysis_id,0j1492jb2a113qy
pvalue,0.4311881
gene_symbol,Mapkap1
mouse_strain,C57BL
gene_accession_id,MGI:2444554
parameter_name,Bone Area
mouse_life_stage,Early adult
