parameter_id,JAX_LDT_005_001
gene_symbol,Inpp1
analysis_id,83aq49fz5isxaqt
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
mouse_strain,C57BL
pvalue,0.6665388
