mouse_strain,C57BL
gene_accession_id,MGI:2140475
pvalue,0.3480002
parameter_id,HMGULA_CBC_009_001
gene_symbol,AU040320
mouse_life_stage,Middle aged adult
parameter_name,Calcium
analysis_id,az1682il22oux80
