mouse_strain,129SV
pvalue,0.9628776
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,mjq6l549b91z5nv
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
parameter_id,MGP_MLN_066_001
