parameter_name,Creatinine
pvalue,0.8235088
analysis_id,57443ebd6e46gb9
gene_symbol,Pex19
mouse_strain,C52BL
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
parameter_id,HMGULA_CBC_005_001
