gene_symbol,Extl1
mouse_life_stage,Early adult
analysis_id,w769kw9ah5q3pt3
parameter_id,MGP_PBI_035_001
mouse_strain,C57BL
pvalue,0.4277878
gene_accession_id,MGI:1888742
parameter_name,IgD+ mature B cell number
