gene_symbol,Tbl1xr1
pvalue,0.8658676
gene_accession_id,MGI:2441730
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,r66aa82k8691rd1
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
mouse_life_stage,Early adult
