gene_symbol,Nucks1
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,3085y1951858v97
parameter_name,Contact righting
pvalue,0.0914942
parameter_id,JAXLA_CSD_077_001
