gene_symbol,Kcng1
mouse_strain,C57BL
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:3616086
parameter_id,ICS_FEA_019_001
pvalue,0.8327779
analysis_id,yv33u8ol1e46pq6
mouse_life_stage,Early adult
