gene_symbol,Slc30a4
parameter_id,MGP_PBI_032_001
parameter_name,CD4+ KLRG1+ alpha beta T cell number
mouse_strain,C57BL
gene_accession_id,MGI:1345282
mouse_life_stage,Middle aged adult
pvalue,0.2513582
analysis_id,j3930682zjhih1t
