gene_symbol,Lpgat1
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,Late adult
parameter_id,JAXLA_ECG_002_001
parameter_name,HR
pvalue,0.6364898
analysis_id,33n3a046t0581o2
