mouse_life_stage,Late adult
parameter_id,IMPC_DXA_009_001
mouse_strain,C57BL
gene_symbol,Secisbp2l
pvalue,0.836973
parameter_name,Fat/Body weight
analysis_id,v6i729n2i5b258v
gene_accession_id,MGI:1917604
