gene_symbol,Ahcy
mouse_strain,C57BL
parameter_id,IMPC_CSD_008_001
gene_accession_id,MGI:87968
pvalue,0.78507
mouse_life_stage,E12.5
parameter_name,Coat - color pattern - back
analysis_id,b88879w8q4havpq
