gene_symbol,Mms22l
parameter_id,M-G-P_007_001_011
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
pvalue,0.9214668
analysis_id,3506zjegw4e4791
mouse_strain,129SV
parameter_name,center - resting time
