parameter_id,IMPC_GEO_009_002
gene_symbol,Etfdh
analysis_id,57gne24kg01nms6
mouse_strain,C57BL
gene_accession_id,MGI:106100
pvalue,0.455011
mouse_life_stage,Early adult
parameter_name,Hemorrhage
