parameter_id,IMPC_OFD_017_001
mouse_strain,C57BL
analysis_id,i868f0gp980o93n
pvalue,0.5183001
parameter_name,Center average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
gene_symbol,Tnfsf10
