gene_symbol,Ahcy
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,07cr16id6msnj0o
parameter_id,IMPC_IMM_034_001
pvalue,0.6685838
parameter_name,CD8 CD44-CD62L+ T cells
gene_accession_id,MGI:87968
