parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,9e195jusdkqr81w
gene_accession_id,MGI:1914071
pvalue,0.1732044
gene_symbol,Bcs1l
parameter_name,Number of rears - total
