parameter_id,IMPC_IMM_032_001
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.5314488
gene_accession_id,MGI:1921442
gene_symbol,Arpc5l
mouse_life_stage,Early adult
analysis_id,fi4md02h5ddhvbs
mouse_strain,C57BL
