gene_symbol,Ddx27
mouse_life_stage,Early adult
analysis_id,06694s3l28bt75r
parameter_id,IMPC_XRY_067_001
pvalue,0.3035782
mouse_strain,C57BL
parameter_name,Caudal processes
gene_accession_id,MGI:2385884
